"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"Isola di Capo Rizzuto (KR)";"CROTONE";"Calabria";"";"2014";"2014-03-21T14:18:13Z";"2731233508";"17.02298";"38.9096879";
"Gerocarne (VV)";"VIBO VALENTIA";"Calabria";"";"2014";"2014-04-22T11:38:45Z";"2808323020";"16.2190011";"38.5886353";
"Gerocarne (VV)";"VIBO VALENTIA";"Calabria";"";"2014";"2014-04-22T11:39:58Z";"2808323479";"16.2188187";"38.5873844999999";
"Ghiffa (VB)";"VERBANIA";"Piemonte";"";"2012";"2012-12-29T13:29:52Z";"620107198";"8.5995075";"45.9478909999999";
"Pieve Vergonte (VB)";"VERBANIA";"Piemonte";"";"2014";"2014-11-20T18:38:30Z";"3197255376";"8.2675293";"46.0062041999999";
"Re (VB)";"VERBANIA";"Piemonte";"Di Pietro Bruno";"2014";"2014-03-04T20:33:20Z";"2420777493";"8.5437194";"46.1302359999999";
"Verbania (VB)";"VERBANIA";"Piemonte";"";"2013";"2013-05-12T16:59:05Z";"2299811652";"8.5524476";"45.9215246999999";
"Loiri Porto San Paolo (OT)";"OLBIA-TEMPIO";"Sardegna";"";"2015";"2015-07-29T07:36:59Z";"3671351286";"9.62904799999999";"40.8752325";
"Serrenti (VS)";"MEDIO CAMPIDANO";"Sardegna";"";"2014";"2014-02-25T18:45:21Z";"2689961613";"8.9765034";"39.4941067";
"Musei (CI)";"CARBONIA IGLESIAS";"Sardegna";"Tabaccheria Orrù Bua Gemiliana";"2012";"2012-11-15T18:37:24Z";"2015438040";"8.6680062";"39.3014329";
"Albiate (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Corbetta";"2015";"2015-08-09T16:15:50Z";"3688251780";"9.2557053";"45.6591473";
"Biassono (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Tabaccheria Galbiati";"2014";"2014-10-26T13:54:30Z";"3150594465";"9.2746646";"45.6289433";
"Carate Brianza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2015";"2015-08-09T15:11:35Z";"3688187632";"9.2369869";"45.6852937999999";
"Cogliate (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2015";"2015-12-09T14:00:33Z";"3884733413";"9.0825817";"45.6432365";
"Desio (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2015";"2015-10-04T15:41:53Z";"3771950178";"9.2061256";"45.6150165999999";
"Desio (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"tabaccheria Vismara";"2015";"2015-10-02T23:16:08Z";"3769828301";"9.210392";"45.6134710999999";
"Lesmo (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Edicola Tabaccheria";"2015";"2015-06-20T18:16:48Z";"3446183945";"9.3080789";"45.6484736999999";
"Meda (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2014";"2014-12-24T09:25:23Z";"3250580257";"9.1561731";"45.663057";
"Monza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2013";"2013-11-18T20:20:47Z";"2538533976";"9.2695109";"45.5745318999999";
"Monza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2015";"2015-05-22T15:10:44Z";"3536198520";"9.2586647";"45.5791235";
"Monza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2016";"2016-02-12T19:43:00Z";"2667658837";"9.2668257";"45.5775264";
"Monza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Il Tabaccaio";"2014";"2014-06-20T19:23:34Z";"2925113293";"9.2634183";"45.5887778";
"Monza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Scarafiotti Woodhouse";"2014";"2014-09-19T14:20:24Z";"3086148903";"9.2771851";"45.5841005999999";
"Monza (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Tabaccheria del Corso";"2014";"2014-03-21T17:47:52Z";"2545654734";"9.2795782";"45.5839532";
"Seregno (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"L'angolo del tabacco";"2015";"2015-04-29T07:40:06Z";"3485885554";"9.1933029";"45.6563261";
"Seregno (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Rigamonti Paolo";"2015";"2015-04-12T22:03:50Z";"3452787858";"9.2012233";"45.6419259999999";
"Seveso (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Bar Tabacchi Drogheria Orsenigo Giulia";"2015";"2015-03-08T14:46:25Z";"3389385371";"9.14343659999999";"45.6502480999999";
"Varedo (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"";"2015";"2015-10-16T18:57:00Z";"3689495845";"9.177039";"45.6008776999999";
"Vimercate (MB)";"MONZA E DELLA BRIANZA";"Lombardia";"Morotti Francesca";"2015";"2015-04-29T20:55:18Z";"3487568179";"9.3648904";"45.6167552";
"Canosa di Puglia (BT)";"BARLETTA ANDRIA TRANI";"Puglia";"";"2016";"2016-02-15T20:21:29Z";"4007994134";"16.0777019";"41.2117329";
"Canosa di Puglia (BT)";"BARLETTA ANDRIA TRANI";"Puglia";"";"2016";"2016-02-16T17:56:49Z";"4009771134";"16.0666444999999";"41.221727";
